record_point,rotation_different,animator_rotation,agent_rotation,reward
431, 20.01534, 2589472, 2946177, 0.7449759
432, 18.92072, 2804411, 2901588, 0.7478112
433, 17.14957, 3033674, 2848128, 0.7413638
434, 20.13345, 3014173, 2570249, 0.7167829
435, 21.07658, 3005318, 2455235, 0.7326561
436, 20.12392, 3001415, 2506431, 0.7443252
437, 19.78137, 3000924, 2599839, 0.7495912
438, 19.40487, 2999874, 2750716, 0.7512943
439, 19.01091, 2999873, 2921468, 0.7498587
440, 20.48119, 2998853, 2786443, 0.7431406
441, 22.68554, 2866359, 2834723, 0.7393922
442, 22.65774, 2867436, 3178885, 0.725139
443, 21.42737, 2882273, 2767032, 0.7293203
444, 23.52844, 3033178, 2704288, 0.7167814
445, 27.18755, 3047188, 2831793, 0.6894236
446, 29.94715, 3058091, 2746646, 0.6997945
447, 30.00338, 3064840, 2472993, 0.6662272
448, 24.41833, 3199349, 2504842, 0.6598681
449, 19.86538, 3199095, 2380845, 0.7084675
450, 26.33083, 3198138, 2510186, 0.6822566
451, 31.10539, 3196795, 2439642, 0.6928082
452, 31.64873, 3195065, 2677865, 0.7044006
453, 29.03985, 3193814, 2570752, 0.7073096
454, 27.30507, 3062188, 2765496, 0.7005755
455, 25.46121, 3060262, 2564118, 0.6859748
456, 27.8798, 2796400, 2618761, 0.6807591
457, 31.33607, 2788030, 2794285, 0.6817573
458, 34.03188, 2780069, 2783596, 0.6578277
459, 34.65994, 2902653, 2909850, 0.6736265
460, 32.23627, 2895497, 2507589, 0.668501
461, 25.56024, 2889075, 2725968, 0.6807475
462, 22.56263, 2883228, 2916620, 0.7097604
463, 24.26069, 2877705, 2816219, 0.7026044
464, 32.19069, 2742654, 2824564, 0.6578396
465, 41.39999, 2737457, 2800005, 0.6524729
466, 46.77804, 2473236, 2509080, 0.6403177
467, 44.94185, 2468540, 2373475, 0.6298807
468, 38.31698, 2464353, 2459964, 0.6523482
469, 29.66235, 2460787, 2490454, 0.6682701
470, 28.51921, 2457890, 2646057, 0.656131
471, 29.46277, 2455778, 2725208, 0.6807708
472, 33.90321, 2455219, 3074674, 0.6526805
473, 40.48211, 2462674, 2923553, 0.619304
474, 44.97438, 2203515, 2436158, 0.6159756
475, 44.74874, 2197402, 2422437, 0.6123558
476, 36.5763, 2196824, 2751973, 0.6174091
477, 28.33752, 2198793, 2527196, 0.6586528
478, 24.3314, 2202595, 2946981, 0.6642965
479, 27.10081, 2208430, 3105597, 0.6686913
480, 32.66868, 2338914, 2792533, 0.6475892
481, 44.62338, 2339786, 2885476, 0.5947363
482, 53.06825, 2204267, 2568341, 0.5931222
483, 54.17848, 2196615, 2648584, 0.6067779
484, 52.51206, 2190021, 2834657, 0.5899137
485, 53.28939, 2185671, 2301290, 0.5721669
486, 55.94268, 2182692, 3151123, 0.5666565
487, 54.82676, 2180082, 3106834, 0.5763021
488, 52.37312, 2177481, 2906380, 0.573525
489, 51.08641, 2174164, 2823955, 0.5765153
490, 0, 2729421, 2729421, 0.5765153
491, 0.616732, 2729421, 3039761, 0.7840483
492, 4.082954, 2519777, 2454198, 0.8019349
493, 7.206661, 2597773, 2847088, 0.7867919
494, 12.37307, 2600162, 2696761, 0.7634207
495, 10.0469, 2602331, 2710062, 0.7773271
496, 7.85064, 2603506, 3190433, 0.7991017
497, 6.418018, 2598448, 3179581, 0.8014805
498, 7.071, 2463226, 2913829, 0.7963601
499, 9.909754, 2469984, 2934502, 0.7905974
500, 15.91305, 2473075, 3031497, 0.7608888
501, 17.35915, 2604378, 2658581, 0.765527
502, 18.58935, 2606713, 3018944, 0.7530152
503, 17.30753, 2610180, 2836548, 0.7503629
504, 13.73049, 2614723, 2815597, 0.7658705
505, 10.17268, 2488288, 2894837, 0.772085
506, 9.78614, 2487727, 2431897, 0.7701589
507, 8.714649, 2486327, 2858686, 0.7891003
508, 8.119774, 2606266, 2830954, 0.8094126
509, 9.426958, 2594583, 2846816, 0.7833129
510, 9.541759, 2581696, 2928743, 0.796435
511, 10.34043, 2565465, 2975880, 0.8003469
512, 8.770379, 2552526, 2931224, 0.7979026
513, 8.272671, 2410790, 3108782, 0.8017286
514, 9.191366, 2273073, 3012573, 0.7976069
515, 7.981975, 2635549, 2861268, 0.8062872
516, 7.586287, 2608331, 2797354, 0.8012668
517, 10.04983, 2587536, 2553401, 0.7801331
518, 10.3844, 2572422, 2823640, 0.7933893
519, 10.70107, 2563953, 2274387, 0.7839936
520, 11.65375, 2558992, 2765596, 0.7781484
521, 14.26593, 2556499, 2780385, 0.7764511
522, 13.7414, 2557217, 3030306, 0.7770054
523, 11.76457, 2688469, 3115259, 0.7859728
524, 12.88604, 2691623, 3027409, 0.7749092
525, 16.78843, 2564725, 3210808, 0.7519817
526, 17.76586, 2696256, 3236850, 0.7534335
527, 16.93186, 2566027, 3204099, 0.7517191
528, 18.88901, 2564449, 3111021, 0.7594876
529, 19.51308, 2562447, 2958000, 0.7525747
530, 18.13018, 2559167, 2986304, 0.7550915
531, 15.40753, 2555262, 2614522, 0.757475
532, 15.36593, 2550561, 2937582, 0.7529594
533, 18.73964, 2542535, 3286874, 0.7343253
534, 19.85257, 2560185, 3318910, 0.7349112
535, 16.51769, 2394218, 3100287, 0.7479117
536, 11.77604, 2255413, 3274089, 0.7646015
537, 12.18253, 2259279, 3146874, 0.765972
538, 15.59354, 2394616, 3210410, 0.7592799
539, 19.74583, 2394249, 3202455, 0.7600433
540, 19.81299, 2401289, 2921794, 0.7657213
541, 19.28762, 2407247, 2571026, 0.765798
542, 16.84977, 2425438, 3049185, 0.7687272
543, 14.45325, 2578183, 3261456, 0.7651476
544, 13.54491, 2862888, 3360963, 0.7551607
545, 15.36929, 2754198, 3407407, 0.7449956
546, 16.8831, 2766808, 3373345, 0.7433614
547, 15.157, 2767339, 3024548, 0.7516508
548, 13.92515, 2764853, 2764627, 0.7497604
549, 15.35899, 2756626, 2847417, 0.7180958
550, 14.93524, 2618978, 2822402, 0.7380237
551, 15.71236, 2610001, 3216605, 0.7364641
552, 18.57257, 2622407, 3177717, 0.72466
553, 21.73261, 2757481, 3091094, 0.7264096
554, 25.55494, 2753426, 2888467, 0.7144438
555, 25.00889, 2487112, 2911343, 0.7154003
556, 20.28076, 2473367, 2960019, 0.7275543
557, 17.53631, 2589954, 2363102, 0.7361712
558, 16.2833, 2582654, 2655550, 0.7408332
559, 17.65635, 2586271, 2989925, 0.735087
560, 20.04525, 2489335, 2723419, 0.7210776
561, 23.54046, 2607253, 2904619, 0.7185618
562, 26.8465, 2624903, 2823769, 0.704408
563, 25.75739, 2638911, 3295722, 0.6967698
