record_point,rotation_different,animator_rotation,agent_rotation,reward
328, 15.12832, 2615534, 3353155, 0.7809762
329, 14.29075, 2620287, 2977244, 0.7781718
330, 14.3066, 2624840, 2993207, 0.7743845
331, 15.5758, 2627695, 2889560, 0.7682664
332, 16.16672, 2630636, 2876370, 0.7722631
333, 15.35927, 2633710, 2857235, 0.7725115
334, 14.35835, 2634464, 2829566, 0.7725115
335, 0, 2729421, 2729421, 0.7725115
336, 2.738331, 2729421, 2884969, 0.7800568
337, 3.741897, 2519777, 3051410, 0.8198051
338, 5.485877, 2597773, 3220621, 0.7976503
339, 6.940113, 2600162, 3055454, 0.7993794
340, 7.733546, 2602331, 3165454, 0.802155
341, 11.33102, 2603506, 3045570, 0.7690946
342, 13.4816, 2598448, 2945382, 0.7791266
343, 12.42887, 2463226, 3036553, 0.7857587
344, 9.583685, 2469984, 3089577, 0.7877523
345, 7.638145, 2473075, 3046693, 0.8076555
346, 7.138766, 2604378, 3108065, 0.8029915
347, 7.793188, 2606713, 3139147, 0.7852314
348, 8.809639, 2610180, 3091305, 0.8021891
349, 9.171453, 2614723, 2999592, 0.799558
350, 11.05524, 2488288, 3139884, 0.7813447
351, 15.66866, 2487727, 3112734, 0.7728543
352, 16.60686, 2486327, 2932398, 0.7681262
353, 13.70638, 2606266, 3129274, 0.7723011
354, 13.15173, 2594583, 2854220, 0.7842655
355, 12.88772, 2581696, 3066411, 0.7808582
356, 13.17871, 2565465, 2971854, 0.7919354
357, 12.4592, 2552526, 2927478, 0.7938997
358, 12.96548, 2410790, 3032834, 0.7872478
359, 12.37987, 2273073, 3430075, 0.7899657
360, 10.68084, 2635549, 3023757, 0.7923
361, 8.772481, 2608331, 3210263, 0.7971191
362, 8.620697, 2587536, 3245073, 0.800734
363, 10.37516, 2572422, 3038956, 0.7880306
364, 10.7419, 2563953, 3057415, 0.7915733
365, 8.975906, 2558992, 2992685, 0.799674
366, 9.096592, 2556499, 3316690, 0.7919155
367, 11.51779, 2557217, 3220439, 0.7689848
368, 11.15642, 2688469, 2861306, 0.7770301
369, 10.22606, 2691623, 3027904, 0.7828053
370, 9.151857, 2564725, 2970125, 0.7873741
371, 12.62602, 2696256, 3118911, 0.7669891
372, 17.12403, 2566027, 3089857, 0.7518194
373, 15.09556, 2564449, 3094581, 0.7694219
374, 13.04673, 2562447, 3215506, 0.7723469
375, 13.21889, 2559167, 3524399, 0.7757152
376, 14.25976, 2555262, 3049332, 0.782609
377, 13.52691, 2550561, 3223557, 0.782295
378, 11.99391, 2542535, 2810866, 0.7826593
379, 11.75715, 2560185, 2964342, 0.7812264
380, 11.951, 2394218, 3132047, 0.7849349
381, 11.46644, 2255413, 2903091, 0.7853613
382, 9.650754, 2259279, 3138462, 0.7868119
