record_point,rotation_different,animator_rotation,agent_rotation,reward
240, 11.30761, 26.73046, 25.63341, 0.7732829
241, 12.9834, 26.8729, 25.6888, 0.7672469
242, 12.93416, 27.16581, 25.47715, 0.7819936
243, 12.82496, 27.59048, 24.96964, 0.7783957
244, 12.40113, 28.09078, 24.64175, 0.7707812
245, 12.44438, 28.60611, 25.36924, 0.7683841
246, 13.99963, 29.04257, 25.82706, 0.7653906
247, 14.53141, 29.40786, 25.83054, 0.7716451
248, 14.03527, 29.68337, 25.40893, 0.7705855
249, 12.96444, 29.85865, 26.05517, 0.7643073
250, 13.8831, 30.02527, 27.42641, 0.7567614
251, 12.37311, 29.99176, 27.40047, 0.7684894
252, 10.77954, 29.85751, 27.38481, 0.7726167
253, 10.43852, 29.73231, 27.0008, 0.7711869
254, 11.25199, 29.59382, 27.53821, 0.7736661
255, 11.97624, 29.44147, 28.35676, 0.77466
256, 11.97125, 29.24958, 28.44753, 0.7738748
257, 12.43093, 29.08539, 28.30155, 0.7662116
258, 14.77656, 28.94463, 28.14917, 0.7594506
259, 15.79187, 28.86156, 27.47171, 0.7630798
260, 15.50956, 28.79994, 26.59372, 0.7649916
261, 14.01614, 28.77836, 24.89702, 0.7614434
262, 13.49608, 28.77162, 24.63667, 0.7655768
263, 13.47415, 28.76938, 25.0292, 0.7697728
264, 13.25085, 28.71233, 26.10798, 0.7697182
265, 13.56844, 28.65784, 26.19847, 0.761117
266, 14.94315, 28.60483, 26.7502, 0.7583463
267, 17.28416, 28.5527, 27.07972, 0.7572824
268, 16.65978, 28.50132, 27.67241, 0.7595878
269, 15.26559, 28.45435, 27.01597, 0.7615019
270, 15.56053, 28.4093, 27.02117, 0.7605155
271, 16.74496, 28.3662, 26.72988, 0.7593612
272, 18.48959, 28.32182, 27.04514, 0.7585775
273, 19.3351, 28.27675, 27.29313, 0.754414
274, 20.54958, 28.23322, 27.84984, 0.7450007
275, 20.95543, 28.19286, 28.19128, 0.7487574
276, 18.19248, 28.15913, 28.15349, 0.758339
277, 15.59872, 28.13201, 27.55361, 0.7632076
278, 14.72176, 28.11151, 27.27177, 0.7641563
279, 15.12821, 28.09829, 27.44825, 0.7674122
280, 15.1509, 28.09015, 27.94109, 0.761742
281, 15.73037, 28.08785, 28.13652, 0.7592348
282, 17.62602, 28.08939, 27.7343, 0.7531568
283, 19.17203, 28.09702, 27.94743, 0.7591444
284, 18.23618, 28.10885, 27.29482, 0.761955
285, 16.48626, 28.13207, 25.98294, 0.7636445
286, 15.57197, 28.16926, 25.37505, 0.7649398
287, 15.87723, 28.22846, 25.89751, 0.7657177
288, 15.95268, 28.31161, 26.34317, 0.7656267
289, 17.31663, 28.41625, 26.74641, 0.7621942
290, 19.34763, 28.53518, 27.55411, 0.7555376
291, 20.87866, 28.65585, 26.89808, 0.7520954
292, 19.92197, 28.77239, 26.49366, 0.7581615
293, 18.29704, 28.88415, 26.21871, 0.7612706
294, 17.0794, 28.96446, 25.70571, 0.7633885
295, 17.1965, 29.03758, 26.21155, 0.7679874
296, 17.54685, 29.08919, 26.82775, 0.7703105
297, 18.67492, 29.13707, 27.94302, 0.7647556
298, 20.1499, 29.18222, 28.76801, 0.7589877
299, 22.57001, 29.22241, 29.19074, 0.7543911
300, 24.1648, 29.26285, 29.39198, 0.7524181
301, 22.80523, 29.2959, 28.48813, 0.7562061
302, 20.96356, 29.29964, 27.39214, 0.7594476
303, 19.34515, 29.29934, 26.66099, 0.7613158
304, 17.8397, 29.282, 26.58223, 0.7665814
305, 17.91715, 29.26292, 26.42382, 0.7720476
306, 17.49289, 29.24146, 27.16164, 0.7707164
307, 17.89569, 29.21404, 27.45444, 0.7628583
308, 19.58555, 29.18359, 27.98989, 0.7624492
309, 19.27238, 29.14449, 27.25716, 0.7684542
310, 18.23187, 29.10561, 26.17189, 0.7723371
311, 16.64682, 29.05588, 25.64329, 0.7762347
312, 15.24021, 29.00894, 25.86869, 0.7792024
313, 14.86516, 28.96868, 26.42092, 0.7806452
314, 15.61479, 28.92451, 26.99288, 0.7803591
